#FEATURE_ID	MI.M05812_0379.001.FLD_ill_100_i7---IDT_i5_5.Mesocosm-1-Aug-18-2021	MI.M05812_0379.001.FLD_ill_101_i7---IDT_i5_5.Mesocosm-1-Sep-1-2021	MI.M05812_0379.001.FLD_ill_108_i7---IDT_i5_6.Mesocosm-2-Aug-18-2021	MI.M05812_0379.001.FLD_ill_109_i7---IDT_i5_6.Mesocosm-2-Sep-1-2021	MI.M05812_0379.001.FLD_ill_116_i7---IDT_i5_7.Mesocosm-3-Aug-18-2021	MI.M05812_0379.001.FLD_ill_117_i7---IDT_i5_7.Mesocosm-3-Sep-1-2021	MI.M05812_0379.001.FLD_ill_124_i7---IDT_i5_8.Mesocosm-4-Aug-18-2021	MI.M05812_0379.001.FLD_ill_125_i7---IDT_i5_8.Mesocosm-4-Sep-1-2021	MI.M05812_0379.001.FLD_ill_132_i7---IDT_i5_9.Mesocosm-5-Aug-18-2021	MI.M05812_0379.001.FLD_ill_133_i7---IDT_i5_9.Mesocosm-5-Sep-1-2021	MI.M05812_0379.001.FLD_ill_140_i7---IDT_i5_10.Mesocosm-6-Aug-18-2021	MI.M05812_0379.001.FLD_ill_141_i7---IDT_i5_10.Mesocosm-6-Sep-1-2021	MI.M05812_0379.001.FLD_ill_148_i7---IDT_i5_11.Mesocosm-7-Aug-18-2021	MI.M05812_0379.001.FLD_ill_149_i7---IDT_i5_11.Mesocosm-7-Sep-1-2021	MI.M05812_0379.001.FLD_ill_156_i7---IDT_i5_12.Mesocosm-8-Aug-18-2021	MI.M05812_0379.001.FLD_ill_157_i7---IDT_i5_12.Mesocosm-8-Sep-1-2021	MI.M05812_0379.001.FLD_ill_164_i7---IDT_i5_1.Mesocosm-9-Aug-18-2021	MI.M05812_0379.001.FLD_ill_165_i7---IDT_i5_1.Mesocosm-9-Sep-1-2021	MI.M05812_0379.001.FLD_ill_172_i7---IDT_i5_2.Mesocosm-10-Aug-18-2021	MI.M05812_0379.001.FLD_ill_173_i7---IDT_i5_2.Mesocosm-10-Sep-1-2021	MI.M05812_0379.001.FLD_ill_180_i7---IDT_i5_3.Mesocosm-11-Aug-18-2021	MI.M05812_0379.001.FLD_ill_181_i7---IDT_i5_3.Mesocosm-11-Sep-1-2021	MI.M05812_0379.001.FLD_ill_188_i7---IDT_i5_4.Mesocosm-12-Aug-18-2021	MI.M05812_0379.001.FLD_ill_189_i7---IDT_i5_4.Mesocosm-12-Sep-1-2021	MI.M05812_0392.001.FLD_ill_001_i7---IDT_i5_6.M1-13-07-21	MI.M05812_0392.001.FLD_ill_002_i7---IDT_i5_6.M1-30-07-21	MI.M05812_0392.001.FLD_ill_003_i7---IDT_i5_6.M1-13-10-21	MI.M05812_0392.001.FLD_ill_009_i7---IDT_i5_7.M2-13-07-21	MI.M05812_0392.001.FLD_ill_010_i7---IDT_i5_7.M2-30-07-21	MI.M05812_0392.001.FLD_ill_011_i7---IDT_i5_7.M2-13-10-21	MI.M05812_0392.001.FLD_ill_017_i7---IDT_i5_8.M3-13-07-21	MI.M05812_0392.001.FLD_ill_018_i7---IDT_i5_8.M3-30-07-21	MI.M05812_0392.001.FLD_ill_019_i7---IDT_i5_8.M3-13-10-21	MI.M05812_0392.001.FLD_ill_025_i7---IDT_i5_9.M4-13-07-21	MI.M05812_0392.001.FLD_ill_026_i7---IDT_i5_9.M4-30-07-21	MI.M05812_0392.001.FLD_ill_027_i7---IDT_i5_9.M4-13-10-21	MI.M05812_0392.001.FLD_ill_033_i7---IDT_i5_10.M5-13-07-21	MI.M05812_0392.001.FLD_ill_034_i7---IDT_i5_10.M5-30-07-21	MI.M05812_0392.001.FLD_ill_035_i7---IDT_i5_10.M5-13-10-21	MI.M05812_0392.001.FLD_ill_041_i7---IDT_i5_11.M6-13-07-21	MI.M05812_0392.001.FLD_ill_042_i7---IDT_i5_11.M6-30-07-21	MI.M05812_0392.001.FLD_ill_043_i7---IDT_i5_11.M6-13-10-21	MI.M05812_0392.001.FLD_ill_049_i7---IDT_i5_12.M7-13-07-21	MI.M05812_0392.001.FLD_ill_050_i7---IDT_i5_12.M7-30-07-21	MI.M05812_0392.001.FLD_ill_051_i7---IDT_i5_12.M7-13-10-21	MI.M05812_0392.001.FLD_ill_057_i7---IDT_i5_1.M8-13-07-21	MI.M05812_0392.001.FLD_ill_058_i7---IDT_i5_1.M8-30-07-21	MI.M05812_0392.001.FLD_ill_059_i7---IDT_i5_1.M8-13-10-21	MI.M05812_0392.001.FLD_ill_065_i7---IDT_i5_2.M9-13-07-21	MI.M05812_0392.001.FLD_ill_066_i7---IDT_i5_2.M9-30-07-21	MI.M05812_0392.001.FLD_ill_067_i7---IDT_i5_2.M9-13-10-21	MI.M05812_0392.001.FLD_ill_074_i7---IDT_i5_3.M10-30-07-21	MI.M05812_0392.001.FLD_ill_075_i7---IDT_i5_3.M10-13-10-21	MI.M05812_0392.001.FLD_ill_081_i7---IDT_i5_4.M11-13-07-21	MI.M05812_0392.001.FLD_ill_082_i7---IDT_i5_4.M11-30-07-21	MI.M05812_0392.001.FLD_ill_083_i7---IDT_i5_4.M11-13-10-21	MI.M05812_0392.001.FLD_ill_089_i7---IDT_i5_5.M12-13-07-21	MI.M05812_0392.001.FLD_ill_091_i7---IDT_i5_5.M12-13-10-21	taxonomy
411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
412	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	11	17	0	0	0	0	128	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	106	38	0	0	0	0	0	0	0	0	0	0	0	51	0	6	0	42	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;
414	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20	0	0	0	0	0	0	24	0	39	22	0	32	25	0	0	0	0	0	0	6	0	0	62	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;
415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	76	0	0	65	0	0	0	0	0	0	0	0	0	0	0	18	0	26	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
416	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	34	0	0	4	0	0	13	0	0	65	0	0	0	0	0	0	0	0	6	0	0	51	0	0	34	0	14	0	0	27	0	0	k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207;
417	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	46	0	0	0	0	0	0	0	0	29	65	0	0	42	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;
418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	43	66	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__GKS98 freshwater group;
419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	22	0	0	15	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15OR;g__PeM15OR;
420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	9	0	0	0	0	0	0	0	6	0	0	28	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__uncultured-Paracaedibacteraceae;
421	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	81	0	0	56	0	0	0	0	0	0	0	0	0	0	0	33	0	17	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__alphaI cluster;
422	0	0	0	0	0	0	0	6	0	0	0	0	0	9	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	33	0	0	89	8	0	65	0	0	4	0	0	9	0	0	2	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;
423	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	10	0	0	13	0	0	40	0	0	20	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	38	0	27	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
424	0	0	24	35	0	0	0	0	0	0	34	8	37	15	0	0	0	0	0	0	0	0	17	23	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured-Caulobacteraceae;
425	8	0	6	3	18	0	0	0	0	0	0	0	0	21	0	0	41	12	16	32	0	0	14	29	0	0	0	0	0	0	0	0	0	0	0	10	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;
426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;
427	0	0	0	24	0	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	57	75	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;
428	9	4	0	0	7	0	8	0	0	9	9	3	0	85	0	0	7	5	9	20	0	0	22	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;
429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	129	0	0	0	0	0	14	0	0	0	0	0	18	0	0	0	0	0	0	0	28	0	0	31	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15OR;g__PeM15OR;
430	0	0	0	0	0	0	0	0	9	0	0	0	0	0	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	17	0	0	0	32	0	0	6	0	3	0	0	32	0	0	0	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;
431	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	89	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	102	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;
432	0	0	0	0	0	0	0	0	0	7	7	9	0	0	26	0	0	0	0	0	0	0	0	10	0	0	17	0	0	0	0	0	14	0	0	18	0	0	88	0	0	0	0	11	0	0	8	0	0	0	0	0	0	0	0	7	0	9	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;
433	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0	0	0	39	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;
434	0	0	11	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	162	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12 marine group;g__NS11-12 marine groupFA;
435	0	40	0	0	0	0	0	24	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__uncultured-Caldilineaceae;
436	0	0	0	0	0	0	74	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	6	0	0	16	0	0	0	0	0	69	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Eukaryota;p__Cryptomycota;c__CryptomycotaPH;o__CryptomycotaPH;f__CryptomycotaPH;g__CryptomycotaPH;
437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;
438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	17	10	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	0	0	6	0	0	0	0	0	0	0	0	17	0	12	28	0	2	6	9	0	0	0	0	0	0	0	0	0	5	0	21	14	0	78	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Schlesneriaceae;g__Schlesneria;
440	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	120	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	0	7	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__SH3-11;
441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__VermiphilaceaeFA;
442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	42	0	0	71	0	0	0	0	0	0	0	0	45	0	41	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__uncultured-Steroidobacteraceae;
443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	8	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;
444	0	0	0	0	0	0	9	0	0	160	0	8	0	0	0	0	0	0	0	0	26	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__SAR324 clade(Marine group B);c__SAR324 clade(Marine group B)PH;o__SAR324 clade(Marine group B)PH;f__SAR324 clade(Marine group B)PH;g__SAR324 clade(Marine group B)PH;
445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	36	0	0	32	0	0	0	0	0	0	0	0	28	0	0	50	0	0	0	0	0	16	0	29	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;
446	0	135	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	16	0	0	k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__VampirovibrionalesOR;g__VampirovibrionalesOR;
447	0	0	8	21	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	23	33	0	0	0	0	50	26	0	0	0	0	0	0	0	0	0	0	13	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Ruminiclostridium;
448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CHAB-XI-27;f__CHAB-XI-27OR;g__CHAB-XI-27OR;
449	0	0	0	0	0	72	0	0	7	0	0	0	128	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;
450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0	0	0	0	73	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	0	19	0	0	0	0	52	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__VicinamibacteraceaeFA;
451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	52	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;
452	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	100	0	0	28	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Leptothrix;
454	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	38	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;
455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	167	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;
456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	184	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;
457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;
458	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;
459	0	0	0	0	0	0	0	0	41	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	27	0	16	0	0	0	73	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;
460	37	16	5	0	7	0	0	34	0	0	0	6	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	13	0	0	3	0	0	0	0	0	31	0	0	25	0	0	0	0	0	0	2	k__Bacteria;p__Myxococcota;c__Polyangia;o__mle1-27;f__mle1-27OR;g__mle1-27OR;
461	0	0	0	0	0	0	9	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	9	0	0	6	0	0	0	k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;
462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus Woesebacteria;f__Candidatus WoesebacteriaOR;g__Candidatus WoesebacteriaOR;
463	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0	9	0	0	0	0	0	108	0	0	0	0	0	5	0	0	8	8	0	0	0	0	25	0	2	0	0	6	0	4	k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Parviterribacter;
464	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	16	0	0	0	0	0	10	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;
465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
467	40	23	0	0	0	0	0	6	0	57	0	0	0	21	0	0	0	49	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Candidatus Planktophila;
468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;
469	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	93	19	0	0	0	0	0	0	0	69	0	0	0	8	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	99	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
471	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
472	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
474	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;
